systematic_name,true
YOR290C,0.3703929
YOR295W,0.6009261
YOR298C-A,0.0659261
YOR304W,-0.0751213
YOR313C,0.0872984
YOR315W,0.0226628
YOR330C,-0.0883982
YOR337W,0.0734016
YOR339C,0.0096502
YOR344C,0.032631
YOR346W,0.1603494
YOR351C,-0.0123
YOR354C,-0.045155
YOR358W,0.1136031
YOR363C,-0.0637903
YOR368W,0.1028436
YOR380W,-0.0679995
YOR386W,-0.1227423
YPL001W,0.033
YPL003W,0.009748
YPL008W,0.1275927
YPL015C,-0.0115704
YPL018W,0.0938794
YPL021W,0.0464803
YPL022W,0.2528102
YPL024W,0.2368531
YPL026C,-0.0482
YPL031C,0.5035
YPL033C,-0.0425505
YPL037C,0.0560314
YPL038W,0.0627234
YPL042C,0.6162
YPL046C,0.1277556
YPL047W,0.1589255
YPL049C,0.2414036
YPL054W,0.0994872
YPL055C,0.1610249
YPL064C,0.017772
YPL066W,0.0094914
YPL072W,-0.037
YPL084W,0.1945969
YPL086C,0.232
YPL089C,0.0569885
YPL096C-A,0.0805655
YPL101W,0.0939761
YPL109C,0.0395
YPL116W,-0.0007756
YPL119C,-0.0649855
YPL121C,-0.1728648
YPL123C,0.3186322
YPL125W,0.7271465
YPL127C,0.0241645
YPL133C,0.0934858
YPL138C,0.0240856
YPL139C,0.0079949
YPL140C,-0.0256
YPL141C,0.0293
YPL144W,0.3358673
YPL150W,-0.0866
YPL154C,-0.0578935
YPL155C,0.2427094
YPL157W,0.1345851
YPL164C,0.06922
YPL165C,0.008808
YPL167C,-0.0400794
YPL176C,-0.0710831
YPL177C,-0.1030755
YPL179W,0.0871
YPL180W,0.2807054
YPL181W,0.0024858
YPL184C,0.0412639
YPL186C,-0.0329504
YPL187W,0.0812661
YPL192C,0.0458037
YPL193W,0.5165644
YPL194W,0.180551
YPL202C,0.0437269
YPL203W,0.0095
YPL212C,0.0578801
YPL213W,0.5178021
YPL216W,0.156335
YPL219W,-0.113082
YPL226W,0.1817562
YPL230W,-0.0375505
YPL236C,0.0515
YPL241C,0.0109187
YPL247C,-0.0415434
YPL248C,-0.0526174
YPL253C,-0.012968
YPL254W,0.8007279
YPL256C,0.0462345
YPL260W,0.0569559
YPL267W,0.0965373
YPL268W,0.614895
YPR007C,-0.0586459
YPR008W,-0.0458063
YPR009W,-0.0194962
YPR013C,0.1063786
YPR015C,0.135558
YPR018W,-0.1562572
YPR022C,0.0165109
YPR023C,0.0184209
YPR030W,-0.0383024
YPR031W,0.156703
YPR040W,-0.0420587
YPR042C,0.044401
YPR046W,0.0548517
YPR054W,-0.0277
YPR057W,0.1196253
YPR065W,0.0001599
YPR068C,0.0470359
YPR070W,0.3667823
YPR073C,-7.00E-04
YPR075C,-0.0580457
YPR078C,0.0226579
YPR093C,-0.0151598
YPR101W,0.7687228
YPR106W,0.0311
YPR111W,0.0466
YPR119W,-0.1155715
YPR120C,0.0346108
YPR125W,-0.1234581
YPR135W,0.3260376
YPR141C,0.3128421
YPR149W,0.052629
YPR152C,0.1303966
YPR155C,0.0587647
YPR160W,-0.0340618
YPR164W,0.0131405
YPR171W,0.0212392
YPR173C,0.197573
YPR174C,0.0469975
YPR179C,0.0203692
YPR189W,0.0772651
YPR196W,-0.0286672
YPR199C,0.022403
